,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,Winery,Grapes,Region,Alcohol content,Pairings,imgurl,rec_id
287,287,287,287,287,287,287,287,287,287,Hermon Mount Hermon White,2020,White wine,Viognier,500 ratings,"28,184",Golan Heights Winery,100% Viognier,Israel / Galilee,13.5,,//images.vivino.com/thumbs/9AjV6j_XTA6u2y0LyS9Mbw_pb_x600.png,"8, 15, 23, 31, 38, 41"
288,288,288,288,288,288,288,288,288,288,The Offering,2016,Red wine,Blend,504 ratings,"56,367",Sans Liege Wines,"Shiraz/Syrah, Viognier, Mourvedre, Grenache",United States / California / Central Coast / Santa Barbara County,15.4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/X5H-MfrDTtmwo-BRg-nEMQ_pb_x600.png,"1140, 480, 1681, 1844, 411, 1358"
289,289,289,289,289,289,289,289,289,289,Extra Brut Champagne Premier Cru,2016,Sparkling wine,Blend,512 ratings,"62,004",Champagne Lombard,"40% Chardonnay, 40% Pinot Meunier, 20% Pinot Noir",France / Champagne / Champagne Premier Cru,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/y5TFQlA2StOc_fI1yafaoA_pb_x600.png,"150, 1846, 295, 1285, 1852, 1467"
290,290,290,290,290,290,290,290,290,290,Freakshow Red,2019,Red wine,Shiraz/Syrah,587 ratings,"28,747",Michael David Winery,100% Shiraz/Syrah,United States / California / Central Valley / Lodi,15.0,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/meeD6RYGRJShzm8rwfi-OQ_pb_x600.png,"1350, 241, 1332, 1316, 1615, 1254"
291,291,291,291,291,291,291,291,291,291,10 Year Old Tawny Port,2016,Fortified Wine,Blend,590 ratings,"31,566",Quevedo,"Touriga Franca, Tinta Roriz, Tinta Barroca, Tinta C筌_, Touriga Nacional",Portugal / Duriense / Porto,19.5,"['Beef', 'Mature and hard cheese']",//images.vivino.com/thumbs/AnrIOmZ1TvOURPaUVgkNTg_pb_x600.png,"8, 15, 23, 31, 38, 41"
292,292,292,292,292,292,292,292,292,292,Brut Authentique Champagne,2016,Sparkling wine,Blend,633 ratings,"156,701",Pierre Gobillard,"40% Pinot Meunier, 30% Chardonnay, 30% Pinot Nero",France / Champagne,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/I7l7XLldTKuhp0gOe_zykA_pb_x600.png,"1467, 1863, 1630, 1333, 1607, 1846"
293,293,293,293,293,293,293,293,293,293,Nobile di Montepulciano,2018,Red wine,Sangiovese,667 ratings,"49,603",Salcheto,100% Sangiovese,Italy / Toscana / Vino Nobile di Montepulciano,13.5,"['Beef', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/x8ckjDGfThygYRuPFtu5Sw_pb_x600.png,"1622, 602, 786, 1931, 1571, 1728"
294,294,294,294,294,294,294,294,294,294,Montelocco Lambrusco Emilia,2016,Sparkling wine,Lambrusco,664 ratings,"31,566",Venturini Baldini,100% Lambrusco,Italy / Emilia-Romagna / Emilia,11.0,,//images.vivino.com/thumbs/6PM1CTrnS-yObbP4RsWpoA_pb_x600.png,"8, 15, 23, 31, 38, 41"
295,295,295,295,295,295,295,295,295,295,Reserve Brut Champagne,2016,Sparkling wine,Chardonnay,702 ratings,"75,532",Tarlant,100% Chardonnay,France / Champagne,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/q6I2vplRQJWTkRVqeQVsjA_pb_x600.png,"1285, 1474, 1450, 1192, 289, 414"
296,296,296,296,296,296,296,296,296,296,Ce_e de Brouilly Les Sept Vignes,2019,Red wine,Gamay,702 ratings,"43,967",Ch筌_eau Thivin,100% Gamay,France / Beaujolais / C筌_e de Brouilly,13.5,"['Pasta', 'Veal', 'Pork', 'Poultry']",//images.vivino.com/thumbs/oyLX0oEgS1GnpsDmJq_RKQ_pb_x600.png,"938, 1021, 1518, 212, 468, 1480"
297,297,297,297,297,297,297,297,297,297,Muscat,2016,Dessert wine,Muscadelle,735 ratings,"36,977",Chambers Rosewood Vineyards,100% Muscadelle,Australia / Victoria / North East Victoria / Rutherglen,19.0,,//images.vivino.com/thumbs/vvjHYHKmTUaCVaeny-b3Sg_pb_x600.png,"8, 15, 23, 31, 38, 41"
298,298,298,298,298,298,298,298,298,298,Carmene_e Royale,2016,Red wine,Carme_e_e,793 ratings,"33,820",Koyle,100% Carm筌_筌_e,Chile / Central Valley / Rapel Valley / Colchagua Valley,14.0,"['Beef', 'Pasta', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/qKJXPRmPQZKtnqJt90nndQ_pb_x600.png,"1232, 477, 1674, 1144, 928, 1919"
299,299,299,299,299,299,299,299,299,299,Nero d'Avola,2019,Red wine,Nero d'Avola,798 ratings,"20,292",Colosi,100% Nero d'Avola,Italy / Terre Siciliane,14.0,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/bdqPWhqXSKGCVl_vCzugCQ_pb_x600.png,"1888, 1031, 1462, 435, 1270, 627"
300,300,300,300,300,300,300,300,300,300,Blanc de Noirs Brut Champagne,2016,Sparkling wine,Pinot Nero,871 ratings,"90,188",Alexandre Bonnet,100% Pinot Nero,France / Champagne,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/hjowx5xeQA6VZVDBdLEZ9w_pb_x600.png,"131, 376, 384, 1838, 383, 380"
301,301,301,301,301,301,301,301,301,301,Dei Casel Extra Dry Valdobbiadene Prosecco Superiore,2016,Sparkling wine,Glera,872 ratings,"34,948",Adami,100% Glera,Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,11.0,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",//images.vivino.com/thumbs/fODzPmqjTl6D1XZnqbahQQ_pb_x600.png,"62, 1643, 1147, 28, 211, 431"
302,302,302,302,302,302,302,302,302,302,Se_illon,2016,White wine,Se_illon,371 ratings,"62,004",Boekenhoutskloof,Se_illon,South Africa / Western Cape / Coastal Region / Franschhoek,13.7,,//images.vivino.com/thumbs/mind2YyeTTW5-dszVaZKMw_pb_x600.png,"8, 15, 23, 31, 38, 41"
303,303,303,303,303,303,303,303,303,303,Nisia Verdejo Old Vines,2017,White wine,Verdejo,365 ratings,"30,438",Orde_e_z,100% Verdejo,Spain / Castilla y Le筌_ / Rueda,13.0,"['Pork', 'Shellfish', 'Vegetarian', 'Cured Meat']",//images.vivino.com/thumbs/JWs5juWsT7SqgsIceNIfcA_pb_x600.png,"1958, 1741, 73, 1982, 1953, 954"
304,304,304,304,304,304,304,304,304,304,Jumilla Yellow Label,2020,Red wine,Monastrell,1138 ratings,"20,497",Juan Gil,100% Monastrell,Spain / Murcia / Jumilla,14.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/V8PyRnKuROmcpxJBUuzmDQ_pb_x600.png,"1694, 1606, 1020, 234, 9, 590"
305,305,305,305,305,305,305,305,305,305,Cabernet Sauvignon,2019,Red wine,Cabernet Sauvignon,361 ratings,"22,547",STEL+MAR,100% Cabernet Sauvignon,United States / California / Central Valley / Lodi,13.7,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/wJh8hYCeRuy3z1clRT3rTg_pb_x600.png,"273, 1821, 929, 1566, 512, 1880"
306,306,306,306,306,306,306,306,306,306,Runholder Pinot Noir,2018,Red wine,Pinot Noir,249 ratings,"40,585",Te Kairanga,Pinot Noir,New Zealand / North Island / Wairarapa / Martinborough,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/pCVBmtGWSAq1zCAKtMoDiQ_pb_x600.png,"397, 588, 1045, 1240, 1250, 1126"
307,307,307,307,307,307,307,307,307,307,Bourgogne Hautes Ce_es de Nuits Fontaine Saint Martin Monopole,2018,Red wine,Pinot Noir,253 ratings,"52,985",Michel Gros,100% Pinot Noir,France / Bourgogne / Bourgogne Hautes-C筌_es de Nuits,13.0,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/mTFLm6s1SquxdnL4_rUGMQ_pb_x600.png,"798, 1466, 358, 1168, 1437, 2000"
308,308,308,308,308,308,308,308,308,308,Nebbiolo Gavarini Langhe,2020,Red wine,Nebbiolo,254 ratings,"57,495",Elio Grasso,100% Nebbiolo,Italy / Piemonte / Langhe,14.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/1qNfoTL7S6iYGvsmgaGa4w_pb_x600.png,"178, 1501, 1439, 1493, 1036, 667"
309,309,309,309,309,309,309,309,309,309,Gran Seleccie_ Blanco,2021,White wine,Moscatel de Alejandre_,266 ratings,"19,985",Marina Alta,100% Moscatel de Alejandr筌_,Spain / Valencia / Alicante,11.0,,//images.vivino.com/thumbs/TMAUU6FHQj6Rit9flubPzA_pb_x600.png,"8, 15, 23, 31, 38, 41"
310,310,310,310,310,310,310,310,310,310,Le Champ du Coq,2018,Red wine,Blend,264 ratings,"32,693",Domaine la Croix Belle,"Shiraz/Syrah, Grenache",France / Vin de Pays / Pays d'Oc / C筌_es de Thongue,14.1,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/Mu0c99AXQ0qGLlNa8UHXMg_pb_x600.png,"195, 1759, 482, 624, 918, 434"
311,311,311,311,311,311,311,311,311,311,Table Ronde Brut Champagne Grand Cru 'Cramant',2016,Sparkling wine,Chardonnay,266 ratings,"76,865",Lancelot-Pienne,Chardonnay,France / Champagne / C筌_e des Blancs / Champagne Grand Cru 'Cramant',13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/sLWm3Bd9TZaYHs-HCoxSZA_pb_x600.png,"1389, 1644, 72, 333, 1427, 1464"
312,312,312,312,312,312,312,312,312,312,Al Passo Toscana,2018,Red wine,Blend,273 ratings,"43,290",Tolaini,"Merlot, Sangiovese, Cabernet Sauvignon",Italy / Toscana,14.0,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/A4zDZWUGSMS1sZs-sMB1OQ_pb_x600.png,"1, 86, 1829, 2011, 428, 716"
313,313,313,313,313,313,313,313,313,313,El Sentido de la Vida,2016,Red wine,Cabernet Sauvignon,271 ratings,"37,202",Bodega Cerr筌_,100% Cabernet Sauvignon,Spain / Murcia / Jumilla,15.0,"['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/Xhip3qR9TBeftOEZB687iw_pb_x600.png,"1013, 1375, 60, 1302, 1384, 453"
314,314,314,314,314,314,314,314,314,314,Bizkaiko Txakolina Blanco,2019,White wine,Hondarrabi Zuri,276 ratings,"36,075",Doniene Gorrondona,100% Hondarrabi Zuri,Spain / Pa筌_ Vasco / Bizkaiko Txakolina,11.5,,//images.vivino.com/thumbs/FNv8Z64FTIOV4Ri9nohGaw_pb_x600.png,"8, 15, 23, 31, 38, 41"
315,315,315,315,315,315,315,315,315,315,The Dry Dam Riesling,2020,White wine,Riesling,278 ratings,"26,493",d'Arenberg,100% Riesling,Australia / South Australia / Fleurieu / McLaren Vale,10.0,"['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",//images.vivino.com/thumbs/WplnQC8bRA67eRBD9XmDyg_pb_x600.png,"500, 1718, 1472, 977, 805, 917"
316,316,316,316,316,316,316,316,316,316,Nero di Troia,2017,Red wine,Nero di Troia,282 ratings,"22,547",Conte di Campiano,Nero di Troia,Italy / Puglia,15.0,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/55I_S0ERTgy0VVwrk0VXTA_pb_x600.png,"1884, 1843, 175, 1487, 218, 1270"
317,317,317,317,317,317,317,317,317,317,Fronsac,2016,Red wine,Cabernet Franc,282 ratings,"49,603",Che_eau Les Trois Croix,100% Cabernet Franc,France / Bordeaux / Libournais / Fronsac,13.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/OyPCg7KfTo-kKxekJwRIEg_pb_x600.png,"363, 480, 670, 711, 965, 411"
318,318,318,318,318,318,318,318,318,318,Sixth Sense Syrah,2019,Red wine,Shiraz/Syrah,289 ratings,"30,746",Michael David Winery,100% Shiraz/Syrah,United States / California / Central Valley / Lodi,15.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/tK8IvJRaRmWoteuBv-N0Cw_pb_x600.png,"1359, 1731, 1304, 581, 1836, 1179"
319,319,319,319,319,319,319,319,319,319,Vigne Rovettaz Petite Arvine,2019,White wine,Petite Arvine,292 ratings,"49,603",Grosjean,100% Petite Arvine,Italy / Valle d'Aosta,13.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/WUX3lZH5RtuxP08fOW9sUQ_pb_x600.png,"1758, 958, 1260, 1084, 1981, 1418"
320,320,320,320,320,320,320,320,320,320,Miss Valentine Rose,2020,Rose wine,Blend,293 ratings,"25,622",Ch筌_eau Les Valentines,"70% Grenache, 30% Shiraz/Syrah",France / Provence / C筌_es de Provence,13.5,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/IzidpNTbTk-zwLLoIwbKNA_pb_x600.png,"407, 203, 1145, 187, 1749, 1411"
321,321,321,321,321,321,321,321,321,321,Mulinvecchio Vino Nobile di Montepulciano,2015,Red wine,Sangiovese,293 ratings,"69,896",Contucci,100% Sangiovese,Italy / Toscana / Vino Nobile di Montepulciano,13.5,"['Beef', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/OQnkgSlnQLaJdBs9y_huIg_pb_x600.png,"1571, 602, 293, 436, 1622, 1087"
322,322,322,322,322,322,322,322,322,322,Cabernet Sauvignon,2019,Red wine,Cabernet Sauvignon,302 ratings,"71,535",Y by Yoshiki,Cabernet Sauvignon,United States / California,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/iRJx7nAgTWGM_vaKTCUJFw_150x200.jpg,"593, 0, 1252, 1415, 927, 520"
323,323,323,323,323,323,323,323,323,323,Retromarcia Chianti Classico,2019,Red wine,Sangiovese,315 ratings,"39,457",Monte Bernardi,100% Sangiovese,Italy / Toscana / Chianti,13.5,"['Beef', 'Veal', 'Poultry']",//images.vivino.com/thumbs/HRiozJ5PQi-3Pa4sbUs89Q_pb_x600.png,"1107, 7, 1794, 217, 1526, 2020"
324,324,324,324,324,324,324,324,324,324,Brut Champagne Grand Cru 'Verzenay',2016,Sparkling wine,Blend,316 ratings,"65,591",Jean Lallement,"Chardonnay, Pinot Noir",France / Champagne / Montagne de Reims / Champagne Grand Cru 'Verzenay',13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/jQEBJbRtR9Cafa5aHrelMg_pb_x600.png,"2016, 1816, 730, 1355, 1292, 1366"
325,325,325,325,325,325,325,325,325,325,Voyage 360 Brut Champagne,2016,Sparkling wine,Blend,319 ratings,"70,490",Sanger,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/EZb0p9CXSwueI2fbISNR9w_pb_x600.png,"450, 1612, 950, 923, 205, 1318"
326,326,326,326,326,326,326,326,326,326,Jacobus Riesling Trocken,2019,White wine,Riesling,327 ratings,"43,967",Peter Jakob K筌_n,100% Riesling,Germany / Rheingau,12.2,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/4xcRc0EeR_yxAFFXcuI34g_pb_x600.png,"142, 225, 750, 490, 601, 473"
327,327,327,327,327,327,327,327,327,327,Hondarrabi Zuri,2016,Sparkling wine,Hondarrabi Zuri,328 ratings,"61,553",Izar-Leku Mahastiak,100% Hondarrabi Zuri,Spain / Pa筌_ Vasco,12.5,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",//images.vivino.com/thumbs/iz-Z_UZ1S3y2Xo3dafWfoA_pb_x600.png,"1004, 985, 1947, 699, 229, 349"
328,328,328,328,328,328,328,328,328,328,Freakshow Zinfandel,2019,Red wine,Zinfandel,335 ratings,"35,358",Michael David Winery,100% Zinfandel,United States / California / Central Valley / Lodi,15.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/k1qviXBkRZyaXMgbJfzohQ_pb_x600.png,"913, 1512, 198, 1297, 608, 1222"
329,329,329,329,329,329,329,329,329,329,Tinto,2018,Red wine,Sauvignon Blanc,333 ratings,"31,771",Rosario Vera,100% Sauvignon Blanc,Spain / Rioja,14.5,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/3MypbdcBS_qy3H0HrKtuAQ_pb_x600.png,"639, 418, 371, 1822, 1590, 794"
330,330,330,330,330,330,330,330,330,330,Voglar Sauvignon,2016,White wine,Sauvignon Blanc,336 ratings,"65,386",Peter Dipoli,100% Sauvignon Blanc,Italy / Trentino-Alto Adige / S筌_tirol - Alto Adige,13.0,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/1eRi424wRAG9soBcqM90gw_pb_x600.png,"966, 770, 2022, 1169, 657, 1717"
331,331,331,331,331,331,331,331,331,331,Silene Cesanese di Olevano Romano Superiore,2019,Red wine,Cesanese di Affile,343 ratings,"28,696",Damiano Ciolli,100% Cesanese di Affile,Italy / Lazio / Cesanese di Olevano Romano,13.0,"['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/y1P6SCvxRYSBSVoBgQffMg_pb_x600.png,"1516, 1498, 1256, 1697, 1732, 867"
332,332,332,332,332,332,332,332,332,332,Fleur de L'Europe Brut Champagne,2016,Sparkling wine,Blend,351 ratings,"92,238",Fleury,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/0eYr-5bCReK-0K-U8UDzeA_pb_x600.png,"278, 1603, 1863, 292, 1467, 1607"
333,333,333,333,333,333,333,333,333,333,Blanc de Noirs Brut Champagne Grand Cru,2016,Sparkling wine,Pinot Nero,1115 ratings,"85,678",Henriet-Bazin,100% Pinot Nero,France / Champagne / Champagne Grand Cru,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/8Zmc-ipxTuG-XFoGOR43Og_pb_x600.png,"1644, 72, 1427, 1464, 1037, 1115"
334,334,334,334,334,334,334,334,334,334,Saint-Julien (Grand Cru Classe),2008,Red wine,Blend,1166 ratings,"194,724",Ch筌_eau Branaire-Ducru,"68% Cabernet Sauvignon, 25% Merlot, 5% Petit Verdot, 2% Cabernet Franc",France / Bordeaux / M筌_oc / Saint-Julien,13.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/IjUco-lhQ2Gt-pmFt84ZPw_pb_x600.png,"77, 894, 1170, 1762, 1498, 779"
335,335,335,335,335,335,335,335,335,335,La 8 Grenache,2018,Red wine,Grenache,65 ratings,"33,820",Domaine Anne Gros & Jean-Paul Tollot,100% Grenache,France / Vin de France,14.5,"['Beef', 'Pasta', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/4Wxq5vGrQwqVSCDKegEfwQ_pb_x600.png,"1370, 515, 206, 85, 1011, 650"
336,336,336,336,336,336,336,336,336,336,Malvasia delle Lipari,2019,Dessert wine,Malvasia,28 ratings,"43,967",Hauner,Malvasia,Italy / Terre Siciliane / Malvasia delle Lipari,13.5,,//images.vivino.com/thumbs/lJWVWBZFQ_Sth9ewdwTmXw_pb_x600.png,"8, 15, 23, 31, 38, 41"
337,337,337,337,337,337,337,337,337,337,Pinot Noir,2018,Red wine,Pinot Noir,28 ratings,"47,144",Principia,100% Pinot Noir,Australia / Victoria / Port Phillip / Mornington Peninsula,13.9,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/KlkD7vF4Tey0OzONsxC-xg_pb_x600.png,"1174, 1927, 1966, 1397, 967, 877"
338,338,338,338,338,338,338,338,338,338,Valtellina Superiore,2018,Red wine,Nebbiolo,28 ratings,"76,660",Ascesa,Nebbiolo,Italy / Lombardia / Valtellina / Valtellina Superiore,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/WAeZcIVxQNytEGThLIvLrA_pb_x600.png,"1283, 1315, 1348, 1363, 1424, 1455"
339,339,339,339,339,339,339,339,339,339,Guardoilvento Etna Bianco,2019,White wine,Carricante,28 ratings,"54,113",Pietro Caciorgna,100% Carricante,Italy / Terre Siciliane / Etna,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",//images.vivino.com/thumbs/T8cDqgQjS9qvN2O8ZA_z1g_150x200.jpg,"1677, 87, 1094, 1880, 929, 1948"
340,340,340,340,340,340,340,340,340,340,Blauburgunder,2019,Red wine,Pinot Nero,30 ratings,"42,839",Falkenstein,100% Pinot Nero,Italy / Trentino-Alto Adige / S筌_tirol - Alto Adige,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/w2slyoCBRC2fsZJ1Ge78Mw_pb_x600.png,"1437, 1676, 1395, 1264, 1374, 1458"
341,341,341,341,341,341,341,341,341,341,Blanco,2020,White wine,Tempranillo,29 ratings,"22,547",Nivarius,,Spain / Rioja,13.5,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/R6jkGE5sRX6oKfGdJ577pQ_pb_x600.png,"1819, 1373, 993, 475, 680, 1409"
342,342,342,342,342,342,342,342,342,342,Altico (A),2017,Red wine,Shiraz/Syrah,29 ratings,"28,184",Carchelo,Shiraz/Syrah,Spain / Murcia / Jumilla,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/_TKMph8tRHOwMdmLpRKfMA_pb_x600.png,"1014, 1555, 1219, 1727, 1788, 1173"
343,343,343,343,343,343,343,343,343,343,Case Via Syrah,2017,Red wine,Shiraz/Syrah,29 ratings,"78,914",Fontodi,100% Shiraz/Syrah,Italy / Toscana / Colli della Toscana Centrale,15.0,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/uSCPv9jzQWiv9XBhLPMdEA_pb_x600.png,"399, 1383, 926, 1173, 1941, 704"
344,344,344,344,344,344,344,344,344,344,Moscato,2019,White wine,Moscato,30 ratings,"28,860",Gatti Piero,100% Moscato,Italy / Piemonte,13.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/b75HqRGdST2CHH0bKUmxOw_pb_x600.png,"1825, 987, 1461, 682, 1892, 1586"
345,345,345,345,345,345,345,345,345,345,Te Ahu Pinot Noir,2013,Red wine,Pinot Noir,30 ratings,"84,551",TerraVin,Pinot Noir,New Zealand / South Island / Marlborough,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/sQa-By4hTJ2VnAwK1ztLOA_pb_x600.png,"791, 1045, 1756, 829, 1126, 446"
346,346,346,346,346,346,346,346,346,346,Jakot,2012,White wine,Friulano,30 ratings,"69,896",Klinec,Friulano,Slovenia / Primorje / Gori_a Brda,13.5,,//images.vivino.com/thumbs/Y8eLmFVHQC6LzaThHAw6hg_pb_x600.png,"8, 15, 23, 31, 38, 41"
347,347,347,347,347,347,347,347,347,347,South Clos Pinot Noir,2017,Red wine,Pinot Noir,31 ratings,"59,749",Closson Chase,Pinot Noir,Canada / Ontario / Prince Edward County,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/4EOG9WL8SE-cH7C4CChMzg_pb_x600.png,"522, 1168, 2000, 1158, 1395, 358"
348,348,348,348,348,348,348,348,348,348,Cab Is King Cabernet Sauvignon,2020,Red wine,Cabernet Sauvignon,31 ratings,"53,211",House of Cards,Cabernet Sauvignon,United States / California / North Coast / Napa County / Napa Valley,13.9,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",//images.vivino.com/thumbs/Z1b9zltbTnqIeqwRFe_fdg_pb_x600.png,"766, 1399, 26, 1392, 401, 1449"
349,349,349,349,349,349,349,349,349,349,Four Shadows Chardonnay,2015,White wine,Chardonnay,32 ratings,"83,424",Foxtrot,100% Chardonnay,Canada / British Columbia / Okanagan Valley,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/H7uMeTDwSfKsSMg0dlW1Ng_pb_x600.png,"699, 2, 47, 357, 1069, 1947"
350,350,350,350,350,350,350,350,350,350,Noon Eclipse,2017,Red wine,Blend,32 ratings,"135,282",Noon,"Grenache, Graciano",Australia / South Australia,13.5,,//images.vivino.com/thumbs/oczr9epPQkaRComeHeioFA_pb_x600.png,"8, 15, 23, 31, 38, 41"
351,351,351,351,351,351,351,351,351,351,Le Merle Aux Alouettes,2014,Red wine,Mourvedre,33 ratings,"76,947",Alain Chabanon,Mourvedre,France / Languedoc-Roussillon,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/6GD-9N-qRRCh05az3YnnLg_pb_x600.png,"86, 1, 312, 918, 310, 1248"
352,352,352,352,352,352,352,352,352,352,Pommard,2019,Red wine,Pinot Noir,33 ratings,"92,135",Fanny Sabre,100% Pinot Noir,France / Bourgogne / C筌_e de Beaune / Pommard,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/HVuzNQzdT4uV8_S73WLNgw_pb_x600.png,"1902, 536, 478, 193, 760, 873"
353,353,353,353,353,353,353,353,353,353,de 'Pazzi,2016,Red wine,Blend,33 ratings,"41,302",Castello del Trebbio,"Shiraz/Syrah, Merlot, Sangiovese",Italy / Toscana,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/dpTAkcXqSZe4Gld8swsYLw_pb_x600.png,"786, 1931, 1762, 331, 1498, 779"
